COD_MATERIAL,COD_CICLO,DES_CATEGORIA_MATERIAL,DES_MARCA_MATERIAL,FLG_DATA,FLG_CAMPANHA_MKT_A,FLG_CAMPANHA_MKT_B,FLG_CAMPANHA_MKT_C,FLG_CAMPANHA_MKT_D,FLG_CAMPANHA_MKT_E,FLG_CAMPANHA_MKT_F,PCT_DESCONTO,VL_PRECO,QT_VENDA
8346,201813,anon_S12,anon_S76,0,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,240.0
8346,201917,anon_S12,anon_S76,1,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,240.0
8520,201801,anon_S12,anon_S37,0,0.0,0.0,0.0,0.0,0.0,0.0,,737.4,240.0
8520,201802,anon_S12,anon_S37,0,0.0,0.0,0.0,0.0,0.0,0.0,,737.4,240.0
8520,201811,anon_S12,anon_S37,0,0.0,0.0,0.0,0.0,0.0,0.0,,749.4,240.0
8520,201902,anon_S12,anon_S37,0,0.0,0.0,0.0,0.0,0.0,0.0,,689.4,240.0
8520,201913,anon_S12,anon_S37,0,0.0,0.0,0.0,0.0,0.0,0.0,,683.4,240.0
10104,201801,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,528.0
10104,201802,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,528.0
10104,201803,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,498.0
10104,201804,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,252.0
10104,201806,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,252.0
10104,201807,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,486.0
10104,201808,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,240.0
10104,201809,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,767.1,504.0
10104,201810,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,618.9,792.0
10104,201811,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,618.9,516.0
10104,201812,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,614.82,774.0
10104,201813,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,677.4,492.0
10104,201814,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,486.0
10104,201901,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,240.0
10104,201902,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,246.0
10104,201905,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,240.0
10104,201907,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,240.0
10104,201908,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,246.0
10104,201910,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,486.0
10104,201911,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,480.0
10104,201912,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,258.0
10104,201913,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,480.0
10104,201914,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,264.0
10104,201915,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,797.4,774.0
10104,201916,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,797.4,762.0
10104,201917,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,797.4,732.0
10104,202001,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,,510.0
10104,202002,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,,480.0
10104,202004,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,,750.0
10104,202005,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,,246.0
10104,202006,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,,738.0
10104,202007,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,,246.0
10104,202008,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,480.0
10104,202009,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,252.0
10104,202010,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,528.0
10104,202011,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,276.0
10104,202012,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,240.0
10104,202013,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,486.0
10104,202015,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,246.0
10104,202016,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,
10104,202017,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,809.4,
10338,201916,anon_S30,anon_S17,1,0.0,0.0,0.0,0.0,0.0,0.0,,234.06,240.0
10404,201916,anon_S5,anon_S61,1,0.0,0.0,0.0,0.0,0.0,0.0,,297.0,240.0
10506,201817,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,395.4,240.0
10506,201917,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,395.4,240.0
11130,201808,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,359.4,240.0
11130,201810,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
11130,201916,anon_S5,anon_S39,1,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
11148,201801,anon_S5,anon_S41,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,480.0
11148,201807,anon_S5,anon_S41,1,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
11148,201811,anon_S5,anon_S41,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,246.0
11148,201818,anon_S5,anon_S41,1,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,252.0
11148,201901,anon_S5,anon_S41,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
11148,201905,anon_S5,anon_S41,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
11148,201908,anon_S5,anon_S41,1,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
11154,201906,anon_S11,anon_S87,1,0.0,0.0,0.0,0.0,0.0,0.0,,289.5,240.0
11172,201810,anon_S5,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,352.08,240.0
11172,202001,anon_S5,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
11178,201811,anon_S5,anon_S16,0,0.0,0.0,0.0,0.0,0.0,0.0,,377.4,246.0
11178,201912,anon_S5,anon_S16,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
11184,201808,anon_S5,anon_S45,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
11184,201916,anon_S5,anon_S45,1,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
11310,202016,anon_S12,anon_S63,1,0.0,0.0,0.0,0.0,0.0,0.0,,504.0,
11454,201809,anon_S12,anon_S15,1,0.0,0.0,0.0,0.0,0.0,0.0,,815.88,612.0
11454,201810,anon_S12,anon_S15,0,0.0,0.0,0.0,0.0,0.0,0.0,,854.64,480.0
11454,201811,anon_S12,anon_S15,0,0.0,0.0,0.0,0.0,0.0,0.0,,761.4,534.0
11454,201812,anon_S12,anon_S15,1,0.0,0.0,0.0,0.0,0.0,0.0,,746.04,504.0
11454,201813,anon_S12,anon_S15,0,0.0,0.0,0.0,0.0,0.0,0.0,,854.64,246.0
11454,201814,anon_S12,anon_S15,0,0.0,0.0,0.0,0.0,0.0,0.0,,893.4,240.0
11454,201817,anon_S12,anon_S15,1,0.0,0.0,0.0,0.0,0.0,0.0,,893.4,240.0
11454,201818,anon_S12,anon_S15,1,0.0,0.0,0.0,0.0,0.0,0.0,,893.4,240.0
11454,201901,anon_S12,anon_S15,0,0.0,0.0,0.0,0.0,0.0,0.0,,893.4,486.0
11454,201902,anon_S12,anon_S15,0,0.0,0.0,0.0,0.0,0.0,0.0,,893.4,240.0
11454,201906,anon_S12,anon_S15,1,0.0,0.0,0.0,0.0,0.0,0.0,,893.4,492.0
11454,201913,anon_S12,anon_S15,0,0.0,0.0,0.0,0.0,0.0,0.0,,893.4,240.0
11454,201914,anon_S12,anon_S15,0,0.0,0.0,0.0,0.0,0.0,0.0,,893.4,240.0
11454,201917,anon_S12,anon_S15,1,0.0,0.0,0.0,0.0,0.0,0.0,,893.4,252.0
11454,202001,anon_S12,anon_S15,0,0.0,0.0,0.0,0.0,0.0,0.0,,713.4,240.0
11454,202005,anon_S12,anon_S15,0,0.0,0.0,0.0,0.0,0.0,0.0,,893.4,240.0
11454,202008,anon_S12,anon_S15,1,0.0,0.0,0.0,0.0,0.0,0.0,,893.4,480.0
11454,202013,anon_S12,anon_S15,0,0.0,0.0,0.0,0.0,0.0,0.0,,893.4,240.0
11454,202015,anon_S12,anon_S15,0,0.0,0.0,0.0,0.0,0.0,0.0,,893.4,252.0
11568,201801,anon_S12,anon_S3,0,0.0,0.0,0.0,0.0,0.0,0.0,,384.0,240.0
12108,201806,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,240.0
12108,201808,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,240.0
12108,201812,anon_S12,anon_S47,1,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,240.0
12108,201912,anon_S12,anon_S47,0,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,240.0
12222,202010,anon_S5,anon_S27,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
12234,201801,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,331.8,20424.0
12234,201802,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,253.2,19152.0
12234,201803,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,253.2,20010.0
12234,201804,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,253.2,18576.0
12234,201805,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,253.2,15942.0
12234,201806,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,254.1,17964.0
12234,201807,anon_S5,anon_S39,1,0.0,0.0,0.0,0.0,0.0,0.0,,254.1,16674.0
12234,201808,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,254.1,13476.0
12234,201809,anon_S5,anon_S39,1,0.0,0.0,0.0,0.0,0.0,0.0,,254.1,13650.0
12234,201810,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,254.1,13386.0
12234,201811,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,254.1,16080.0
12234,201812,anon_S5,anon_S39,1,0.0,0.0,0.0,0.0,0.0,0.0,,254.1,11898.0
12234,201813,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,254.1,15390.0
12234,201814,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,254.1,17040.0
12234,201815,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,254.1,15336.0
12234,201816,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,254.1,19056.0
12234,201817,anon_S5,anon_S39,1,0.0,0.0,0.0,0.0,0.0,0.0,,254.1,19170.0
12234,201818,anon_S5,anon_S39,1,0.0,0.0,0.0,0.0,0.0,0.0,,256.2,17868.0
12234,201901,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,256.2,27366.0
12234,201902,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,256.2,15600.0
12234,201903,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,256.2,22740.0
12234,201904,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,256.2,27072.0
12234,201905,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,256.2,26316.0
12234,201906,anon_S5,anon_S39,1,0.0,0.0,0.0,0.0,0.0,0.0,,256.2,26292.0
12234,201907,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,256.2,22674.0
12234,201908,anon_S5,anon_S39,1,0.0,0.0,0.0,0.0,0.0,0.0,,256.2,26676.0
12234,201909,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,256.2,26550.0
12234,201910,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,256.2,27582.0
12234,201911,anon_S5,anon_S39,1,0.0,0.0,0.0,0.0,0.0,0.0,,257.1,27372.0
12234,201912,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,257.1,28542.0
12234,201913,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,257.1,29622.0
12234,201914,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,257.1,24318.0
12234,201915,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,257.1,23190.0
12234,201916,anon_S5,anon_S39,1,0.0,0.0,0.0,0.0,0.0,0.0,,257.1,21492.0
12234,201917,anon_S5,anon_S39,1,0.0,0.0,0.0,0.0,0.0,0.0,,257.1,17076.0
12234,202001,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,257.1,21306.0
12234,202002,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,257.1,18756.0
12234,202003,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,257.01,13896.0
12234,202004,anon_S5,anon_S39,0,0.0,0.0,0.0,0.0,0.0,0.0,,257.1,594.0
12264,201904,anon_S5,anon_S45,0,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
12264,201906,anon_S5,anon_S45,1,0.0,0.0,0.0,0.0,0.0,0.0,,413.4,240.0
13662,201811,anon_S12,anon_S84,0,0.0,0.0,0.0,0.0,0.0,0.0,,394.5,240.0
14394,201801,anon_S12,anon_S22,0,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,480.0
14394,201916,anon_S12,anon_S22,1,0.0,0.0,0.0,0.0,0.0,0.0,,773.4,240.0
14442,201917,anon_S11,anon_S71,1,0.0,0.0,0.0,0.0,0.0,0.0,,336.0,240.0
14472,202001,anon_S11,anon_S71,0,0.0,0.0,0.0,0.0,0.0,0.0,,336.0,240.0
14484,202008,anon_S18,anon_S91,1,0.0,0.0,0.0,0.0,0.0,0.0,,348.0,240.0
14502,201804,anon_S2,anon_S53,0,0.0,0.0,0.0,0.0,0.0,0.0,,478.5,240.0
14502,201818,anon_S2,anon_S53,1,0.0,0.0,0.0,0.0,0.0,0.0,,478.5,264.0
14502,201902,anon_S2,anon_S53,0,0.0,0.0,0.0,0.0,0.0,0.0,,478.5,240.0
14502,201916,anon_S2,anon_S53,1,0.0,0.0,0.0,0.0,0.0,0.0,,478.5,240.0
14502,201917,anon_S2,anon_S53,1,0.0,0.0,0.0,0.0,0.0,0.0,,478.5,246.0
14502,202001,anon_S2,anon_S53,0,0.0,0.0,0.0,0.0,0.0,0.0,,478.5,240.0
14502,202002,anon_S2,anon_S53,0,0.0,0.0,0.0,0.0,0.0,0.0,,478.5,240.0
14502,202012,anon_S2,anon_S53,0,0.0,0.0,0.0,0.0,0.0,0.0,,478.5,240.0
14502,202017,anon_S2,anon_S53,1,0.0,0.0,0.0,0.0,0.0,0.0,,478.5,
14532,201801,anon_S2,anon_S53,0,0.0,0.0,0.0,0.0,0.0,0.0,,485.4,240.0
14532,201812,anon_S2,anon_S53,1,0.0,0.0,0.0,0.0,0.0,0.0,,485.4,240.0
14532,201901,anon_S2,anon_S53,0,0.0,0.0,0.0,0.0,0.0,0.0,,485.4,240.0
14532,201903,anon_S2,anon_S53,0,0.0,0.0,0.0,0.0,0.0,0.0,,485.4,240.0
14532,201910,anon_S2,anon_S53,0,0.0,0.0,0.0,0.0,0.0,0.0,,485.4,240.0
14532,201917,anon_S2,anon_S53,1,0.0,0.0,0.0,0.0,0.0,0.0,,485.4,246.0
14532,202016,anon_S2,anon_S53,1,0.0,0.0,0.0,0.0,0.0,0.0,,485.4,
15066,201802,anon_S12,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,833.4,486.0
15066,201803,anon_S12,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,833.4,240.0
15066,201805,anon_S12,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,833.4,240.0
15066,201807,anon_S12,anon_S17,1,0.0,0.0,0.0,0.0,0.0,0.0,,798.18,492.0
15066,201808,anon_S12,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,833.4,504.0
15066,201810,anon_S12,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,604.08,630.0
15066,201811,anon_S12,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,655.23,486.0
15066,201812,anon_S12,anon_S17,1,0.0,0.0,0.0,0.0,0.0,0.0,,762.9,480.0
15066,201813,anon_S12,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,713.4,534.0
15066,201814,anon_S12,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,813.39,504.0
15066,201816,anon_S12,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,833.4,480.0
15066,201817,anon_S12,anon_S17,1,0.0,0.0,0.0,0.0,0.0,0.0,,833.4,240.0
15066,201818,anon_S12,anon_S17,1,0.0,0.0,0.0,0.0,0.0,0.0,,833.4,240.0
15066,201902,anon_S12,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,833.4,246.0
15066,201903,anon_S12,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,833.4,246.0
15066,201906,anon_S12,anon_S17,1,0.0,0.0,0.0,0.0,0.0,0.0,,833.4,240.0
15066,201911,anon_S12,anon_S17,1,0.0,0.0,0.0,0.0,0.0,0.0,,833.4,240.0
15066,202006,anon_S12,anon_S17,1,0.0,0.0,0.0,0.0,0.0,0.0,,833.4,240.0
15072,201811,anon_S30,anon_S17,0,0.0,0.0,0.0,0.0,0.0,0.0,,378.0,240.0
15072,201812,anon_S30,anon_S17,1,0.0,0.0,0.0,0.0,0.0,0.0,,378.0,240.0
15072,201917,anon_S30,anon_S17,1,0.0,0.0,0.0,0.0,0.0,0.0,,378.0,240.0
15090,201801,anon_S2,anon_S55,0,0.0,0.0,0.0,0.0,0.0,0.0,,425.4,240.0
15090,201802,anon_S2,anon_S55,0,0.0,0.0,0.0,0.0,0.0,0.0,,425.4,240.0
15090,201807,anon_S2,anon_S55,1,0.0,0.0,0.0,0.0,0.0,0.0,,425.4,240.0
15090,201811,anon_S2,anon_S55,0,0.0,0.0,0.0,0.0,0.0,0.0,,425.4,240.0
15090,201902,anon_S2,anon_S55,0,0.0,0.0,0.0,0.0,0.0,0.0,,425.4,240.0
15090,201904,anon_S2,anon_S55,0,0.0,0.0,0.0,0.0,0.0,0.0,,425.4,240.0
15090,201905,anon_S2,anon_S55,0,0.0,0.0,0.0,0.0,0.0,0.0,,425.4,240.0
15090,201907,anon_S2,anon_S55,0,0.0,0.0,0.0,0.0,0.0,0.0,,425.4,240.0
15090,201916,anon_S2,anon_S55,1,0.0,0.0,0.0,0.0,0.0,0.0,,425.4,240.0
15090,201917,anon_S2,anon_S55,1,0.0,0.0,0.0,0.0,0.0,0.0,,425.4,240.0
